Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Kleur";"urn:bro:bhrgt:Colour";"rood";"Nee";"Ja";"Rood zonder aanduiding van licht of donker zoals gebruikt onder NEN 5104."
"LiggingOpGrondlichaam";"urn:bro:bhrgt:PositionOnGroundBody";"binnenteen";"Ja";"Ja";"De binnenteen is de overgang van het talud naar het maaiveld aan de binnenzijde (bij dijken de landzijde) van het grondlichaam."
"LiggingOpGrondlichaam";"urn:bro:bhrgt:PositionOnGroundBody";"buitenteen";"Ja";"Ja";"De buitenteen is de overgang van het talud naar het maaiveld aan de buitenzijde (bij dijken de waterzijde) van het grondlichaam."
"LiggingOpGrondlichaam";"urn:bro:bhrgt:PositionOnGroundBody";"kruin";"Ja";"Ja";"De top of het hoogste vlak van het grondlichaam."
"LiggingOpGrondlichaam";"urn:bro:bhrgt:PositionOnGroundBody";"talud";"Ja";"Ja";"De zijwand van het grondlichaam."
"LiggingOpGrondlichaam";"urn:bro:bhrgt:PositionOnGroundBody";"teen";"Ja";"Ja";"De overgang van het talud naar het maaiveld, niet nader gespecificeerd naar binnen- of buitenkant."
"LokaalVerticaalReferentiepunt";"urn:bro:bhrgt:LocalVerticalReferencePoint";"maaiveld";"Ja";"Ja";"Het oppervlak van de vaste aarde, daar waar de aarde niet bedekt is met water. Het maaiveld vormt de grens tussen de ondergrond en de bovengrond."
"LokaalVerticaalReferentiepunt";"urn:bro:bhrgt:LocalVerticalReferencePoint";"waterbodem";"Ja";"Ja";"De bodem van het waterlichaam. Deze vormt de grens tussen de ondergrond en de bovengrond, daar waar de aarde bedekt is met water."
"MatigGrofGrindGehalteklasse";"urn:bro:bhrgt:MediumCoarseGravelContentClass";"spoorTot1";"Nee";"Ja";"De fractie 5,6-16 mm maakt minder dan 1 procent van de massa van de grindfractie uit."
"MatigGrofGrindGehalteklasse";"urn:bro:bhrgt:MediumCoarseGravelContentClass";"weinig1tot25";"Nee";"Ja";"De fractie 5,6-16 mm maakt tussen 1 en 25 procent van de massa van de grindfractie uit."
"MatigGrofGrindGehalteklasse";"urn:bro:bhrgt:MediumCoarseGravelContentClass";"veel25tot50";"Nee";"Ja";"De fractie 5,6-16 mm maakt tussen 25 en 50 procent van de massa van de grindfractie uit."
"MatigGrofGrindGehalteklasse";"urn:bro:bhrgt:MediumCoarseGravelContentClass";"zeerVeel50tot75";"Nee";"Ja";"De fractie 5,6-16 mm maakt tussen 50 en 75 procent van de massa van de grindfractie uit."
"MatigGrofGrindGehalteklasse";"urn:bro:bhrgt:MediumCoarseGravelContentClass";"uiterstVeelMinstens75";"Nee";"Ja";"De fractie 5,6-16 mm maakt minstens 75 procent van de massa van de grindfractie uit."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"DGPS50tot200cm";"Ja";"Ja";"Meting d.m.v. Differential Global Positioning System, afwijking tussen 50 en 200 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"GPS200tot1000cm";"Ja";"Ja";"Meting d.m.v. Global Positioning System, afwijking tussen 200 en 1000 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"RTKGPS0tot2cm";"Ja";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, afwijking kleiner dan 2 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"RTKGPS2tot5cm";"Ja";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, afwijking tussen 2 en 5 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"RTKGPS5tot10cm";"Ja";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, afwijking tussen 5 en 10 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"RTKGPS10tot50cm";"Ja";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, zonder fix, afwijking tussen 10 en 50 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"tachymetrie0tot10cm";"Ja";"Ja";"Meting d.m.v. tachymetrie, ook wel als landmeting of Total Station aangeduid, vanaf een referentiepunt dat<i> </i>geen NAP-peilmerk is<i>,</i> afwijking kleiner dan 10 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"tachymetrie10tot50cm";"Ja";"Ja";"Meting d.m.v. tachymetrie, ook wel als landmeting of Total Station aangeduid, vanaf een referentiepunt dat<i> </i>geen NAP-peilmerk is<i>, </i>afwijking tussen 10 en 50 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"DGPS0tot100cm";"Nee";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid of d.m.v. Differential Global Positioning System, afwijking kleiner dan 100 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"DGPS100tot500cm";"Nee";"Ja";"Meting d.m.v. Global Positioning System of d.m.v. Differential Global Positioning System, afwijking tussen 100 en 500 centimeter."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"GBKNonbekend";"Nee";"Ja";"Locatie bepaald aan de hand van de grootschalige basiskaart van Nederland (tegenwoordig BGT), afwijking onbekend."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"GPSonbekend";"Nee";"Ja";"Meting d.m.v. Global Positioning System, afwijking onbekend."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"kaartGrootschalig";"Nee";"Ja";"Locatie bepaald aan de hand van niet-digitale kaart, afwijking onbekend. Een grootschalige kaart is een kaart met een schaalgrootte niet kleiner dan 1:10.000 (bijvoorbeeld 1:500, 1:5.000 of 1:10.000)."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"kaartKleinschalig";"Nee";"Ja";"Locatie bepaald aan de hand van niet-digitale kaart, afwijking onbekend. Een kleinschalige kaart is een kaart met een schaalgrootte kleiner dan 1:10.000 (bijvoorbeeld 1:25.000, 1:50.000 of 1:100.000)."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"landmetingOnbekend";"Nee";"Ja";"Meting d.m.v. landmeting, afwijking onbekend."
"MethodeLocatiebepaling";"urn:bro:bhrgt:HorizontalPositioningMethod";"onbekend";"Nee";"Ja";"Het is niet bekend op welke manier de locatie is bepaald."
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"akoestisch";"Ja";"Ja";"Via deze technieken wordt met een hoogfrequent (210 – 700 kHz) de afstand van een zender tot de bovenzijde van de sliblaag bepaald. Dit is de laag waarop het signaal reflecteert. Lage frequenties (15 – 30 kHZ) kunnen onder bepaalde omstandigheden gebruikt worden om de onderzijde van de sliblaag te definiëren."
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"elektromagnetisch";"Ja";"Ja";"Bij deze techniek worden elektromagnetische pulsen gebruikt om de waterdiepte en onderzijde van de sliblaag te bepalen. Er wordt gewerkt met een zender en ontvanger. De resolutie is afhankelijk van de geleidbaarheid van het water, grondsoort, meetfrequentie. "
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"radioactief";"Ja";"Ja";"Bij deze techniek wordt in de waterkolom de dichtheid radioactief bepaald. Op basis van dichtheidsverschillen wordt de top van de sliblaag vastgesteld."
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"ultrasoon";"Ja";"Ja";"Bij deze techniek wordt in de waterkolom de dichtheid met hoogfrequente geluidsgolven bepaald. Op basis van dichtheidsverschillen wordt de top van de sliblaag vastgesteld."
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"versnelling";"Ja";"Ja";"Bij deze techniek laat met een object in de waterkolom vallen. Door gelijktijdig de diepte en versnelling te meten kan worden afgeleid op welke diepte zich de bovenzijde van de sliblaag zich bevindt. In het slib zal de valversnelling van het instrument vertragen."
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"visueel";"Ja";"Ja";"Voor metingen aan een monsterkolom wordt een transparante holle buis (aan de onderzijde al dan niet afsluitbaar) in de grond gedrukt. Visueel wordt dan de bovenzijde van de sliblaag bepaald."
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"waterdruk";"Ja";"Ja";"Deze techniek maakt gebruik van een meetinstrument dat achter een boot voortgetrokken wordt. Hiervoor dient de dichtheid van de top van de sliblaag vooraf gedefinieerd te worden. Door het meetinstrument deze dichtheid te geven hoeft alleen de hoogte van de waterkolom boven het meetinstrument gemeten te worden met een waterdrukmeter."
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"weerstandMechanisch";"Ja";"Ja";"Bij deze techniek wordt een meetlichaam mechanisch naar beneden gedrukt. De weerstanden hierbij worden geregistreerd. Dit kan tevens in de meetkop plaatsvinden zoals bij een sondering. "
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"weerstandPeilhengel";"Ja";"Ja";"Bij toepassing van een peilhengel is een peilstok met een schijf van 10 cm diameter bevestigd aan een hengel. De hengel wordt gebruikt om de peilstok neer te laten tot deze blijft staan op een sliblaag. De diepte kan worden afgelezen (b-weerstand)."
"MethodePositiebepalingSliblaag";"urn:bro:bhrgt:FluidMudLayerPositioningMethod";"weerstandPeilstok";"Ja";"Ja";"Bij toepassing van een peilstok wordt gebruik gemaakt van een licht gewicht stok met een geperforeerde schijf van 10 tot 18 cm diameter om de bovenzijde van de sliblaag te bepalen op basis van gevoelde weerstand bij indrukken in de bodem (a-weerstand)."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"RTKGPS0tot4cm";"Ja";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, afwijking kleiner dan 4 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"RTKGPS4tot10cm";"Ja";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, afwijking tussen 4 en 10 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"RTKGPS10tot20cm";"Ja";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, zonder fix, afwijking tussen 10 en 20 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"RTKGPS20tot100cm";"Ja";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, zonder fix, afwijking tussen 20 en 100 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"tachymetrie0tot10cm";"Ja";"Ja";"Meting d.m.v. tachymetrie, ook wel als landmeting of Total Station aangeduid, vanaf een referentiepunt dat<i> </i>geen NAP-peilmerk is<i>, </i>afwijking kleiner dan 10 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"tachymetrie10tot50cm";"Ja";"Ja";"Meting d.m.v. tachymetrie, ook wel als landmeting of Total Station aangeduid, vanaf een referentiepunt dat<i> </i>geen NAP-peilmerk is<i>, </i>afwijking tussen 10 en 50 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"waterpassing0tot2cm";"Ja";"Ja";"Meting d.m.v. waterpassing vanaf een NAP-peilmerk, afwijking kleiner dan 2 centimeter<i>.</i>"
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"waterpassing4tot10cm";"Ja";"Ja";"Meting d.m.v. waterpassing vanaf een NAP-peilmerk, afwijking tussen 2 en 4 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"waterpassing2tot4cm";"Ja";"Ja";"Meting d.m.v. waterpassing vanaf een NAP-peilmerk, afwijking tussen 4 en 10 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"AHN1";"Nee";"Ja";"Positie bepaald m.b.v. Actueel Hoogtebestand Nederland, versie 1 van 1996-2003."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"AHN2";"Nee";"Ja";"Positie bepaald d.m.v. Actueel Hoogtebestand Nederland, versie 2 van 2007-2012."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"AHN3";"Nee";"Ja";"Positie bepaald m.b.v. Actueel Hoogtebestand Nederland, versie 3 van 2014-2019."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"AHNonbekend";"Nee";"Ja";"Positie bepaald m.b.v. Actueel Hoogtebestand Nederland, versie onbekend."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"DGPS0tot10cm";"Nee";"Ja";"Meting d.m.v. Real Time Kinematic GPS, ook wel als DGPS aangeduid, afwijking kleiner dan 10 centimeter."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"geen";"Nee";"Ja";"Er is geen positie bepaald."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"GPSonbekend";"Nee";"Ja";"Meting d.m.v. Global Positioning System, afwijking onbekend."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"kaartGrootschalig";"Nee";"Ja";"Locatie bepaald aan de hand van niet-digitale kaart, afwijking onbekend. Een grootschalige kaart is een kaart met een schaalgrootte niet kleiner dan 1:10.000 (bijvoorbeeld 1:500, 1:5.000 of 1:10.000)."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"kaartKleinschalig";"Nee";"Ja";"Locatie bepaald aan de hand van niet-digitale kaart, afwijking onbekend. Een kleinschalige kaart is een kaart met een schaalgrootte kleiner dan 1:10.000 (bijvoorbeeld 1:25.000, 1:50.000 of 1:100.000)."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"kaartOnbekend";"Nee";"Ja";"Positie bepaald aan de hand van niet-digitale kaart, afwijking onbekend."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"landmetingOnbekend";"Nee";"Ja";"Meting d.m.v. landmeting, afwijking onbekend."
"MethodeVerticalePositiebepaling";"urn:bro:bhrgt:VerticalPositioningMethod";"onbekend";"Nee";"Ja";"Het is niet bekend op welke manier de verticale positie is bepaald."
"Monsterkwaliteit";"urn:bro:bhrgt:SampleQuality";"QM1";"Ja";"Ja";"Gelaagdheid, interne structuur, consistentie en spanningstoestand intact (verandering door monstername reversibel). "
"Monsterkwaliteit";"urn:bro:bhrgt:SampleQuality";"QM2";"Ja";"Ja";"Gelaagdheid, interne structuur en consistentie intact. "
"Monsterkwaliteit";"urn:bro:bhrgt:SampleQuality";"QM3";"Ja";"Ja";"Gelaagdheid, interne structuur intact. "
"Monsterkwaliteit";"urn:bro:bhrgt:SampleQuality";"QM4";"Ja";"Ja";"Gelaagdheid intact. "
"Monsterkwaliteit";"urn:bro:bhrgt:SampleQuality";"QM5";"Ja";"Ja";"Gelaagdheid niet intact. "
"Monstervochtigheid";"urn:bro:bhrgt:SampleMoistness";"uitgedroogd";"Ja";"Ja";"De grond bevat vocht maar vertoont ook sporen van krimp of vlekken die erop wijzen dat een deel van het vocht verdampt is."
"Monstervochtigheid";"urn:bro:bhrgt:SampleMoistness";"veldvochtig";"Ja";"Ja";"De grond is net zo vochtig als grond die direct uit het boorgat komt."
"Monstervochtigheid";"urn:bro:bhrgt:SampleMoistness";"volledigUitgedroogd";"Ja";"Ja";"De grond bevat geen vocht. "
"Monstervochtigheid";"urn:bro:bhrgt:SampleMoistness";"onbekend";"Nee";"Ja";"De vochtigheidstoestand van de grondmonsters is niet bekend."
"NaamGebeurtenis";"urn:bro:bhrgt:EventName";"vervolgGerapporteerd";"Ja";"Ja";"Er is na de rapportage van het eerste deelonderzoek een volgend deelonderzoek gerapporteerd, maar dat is nog niet het rapport waarmee het onderzoek wordt gecompleteerd."
"Omzetting";"urn:bro:bhrgt:Decomposition";"nietOmgezet";"Ja";"Ja";"Geen zichtbare omzetting van gesteentemateriaal."
"Omzetting";"urn:bro:bhrgt:Decomposition";"gedeeltelijkOmgezet";"Ja";"Ja";"Een deel van de mineralen is omgezet. Bijvoorbeeld veldspaten in kleimineralen."
"Omzetting";"urn:bro:bhrgt:Decomposition";"volledigOmgezet";"Ja";"Ja";"Alle mineralen zijn omgezet."
"Opvulmateriaal";"urn:bro:bhrgt:InfillMaterial";"calciet";"Ja";"Ja";"Vast materiaal: neergeslagen koolzure kalk."
"Opvulmateriaal";"urn:bro:bhrgt:InfillMaterial";"gips";"Ja";"Ja";"Vast materiaal: neergeslagen calciumsulfaat."
"Opvulmateriaal";"urn:bro:bhrgt:InfillMaterial";"ijzeroxide";"Ja";"Ja";"Vast materiaal: neergeslagen ijzeroxide."
"Opvulmateriaal";"urn:bro:bhrgt:InfillMaterial";"kalk";"Ja";"Ja";"Los materiaal: ingespoelde kalk."
"Opvulmateriaal";"urn:bro:bhrgt:InfillMaterial";"klei";"Ja";"Ja";"Los materiaal: ingespoelde klei. Onbekend of het een zwellend vermogen heeft."
"Opvulmateriaal";"urn:bro:bhrgt:InfillMaterial";"kleiZwellend";"Ja";"Ja";"Los materiaal: ingespoelde klei met smectiet (kleimineraal)."
"Opvulmateriaal";"urn:bro:bhrgt:InfillMaterial";"kwarts";"Ja";"Ja";"Vast materiaal: neergeslagen siliciumoxide."
"Opvulmateriaal";"urn:bro:bhrgt:InfillMaterial";"zand";"Ja";"Ja";"Los materiaal: kwartskorrels met een grootte die tussen 63 µm en 2 mm ligt."
"Organischestofgehalteklasse";"urn:bro:bhrgt:OrganicMatterContentClass";"nietOrganisch";"Ja";"Ja";"Organische stof is niet aanwezig."
"Organischestofgehalteklasse";"urn:bro:bhrgt:OrganicMatterContentClass";"zwakOrganisch";"Ja";"Ja";"Organische stof is waarneembaar aanwezig en heeft voelbaar geen invloed op het gedrag van de grond."
"Organischestofgehalteklasse";"urn:bro:bhrgt:OrganicMatterContentClass";"sterkOrganisch";"Ja";"Ja";"Organische stof is waarneembaar aanwezig en heeft voelbaar geen invloed op het gedrag van de grond."
"OrganischestofgehalteklasseNEN5104";"urn:bro:bhrgt:OrganicMatterContentClassNEN5104";"nietHumeus";"Nee";"Ja";"Organische stof is niet aanwezig."
"OrganischestofgehalteklasseNEN5104";"urn:bro:bhrgt:OrganicMatterContentClassNEN5104";"zwakHumeus";"Nee";"Ja";"Organische stof is aanwezig en maakt minder dan 2,5 procent van de massa uit, tenzij de grond als een klei is benoemd dan kan het aandeel tot 5 procent bedragen."
"OrganischestofgehalteklasseNEN5104";"urn:bro:bhrgt:OrganicMatterContentClassNEN5104";"matigHumeus";"Nee";"Ja";"Organische stof maakt tussen 2,5 en 8 procent van de massa uit, tenzij de grond als een klei is benoemd dan kan het aandeel tot 16 procent bedragen."
"OrganischestofgehalteklasseNEN5104";"urn:bro:bhrgt:OrganicMatterContentClassNEN5104";"sterkHumeus";"Nee";"Ja";"Organische stof maakt tussen 8 en 16 procent van de massa uit, tenzij de grond als een klei is benoemd dan kan het aandeel tot 30 procent bedragen."
"OuderdomAfzetting";"urn:bro:bhrgt:DepositionalAge";"holoceen";"Ja";"Ja";"Het deel van de ondergrond dat in het Pleistoceen is afgezet."
"OuderdomAfzetting";"urn:bro:bhrgt:DepositionalAge";"pleistoceen";"Ja";"Ja";"Het deel van de ondergrond dat in het Holoceen is afgezet."
"OuderdomAfzetting";"urn:bro:bhrgt:DepositionalAge";"prePleistoceenGeenBoom";"Ja";"Ja";"Het deel van de ondergrond dat voor het Pleistoceen is afgezet en niet uit klei bestaat die deel uitmaakt van het Laagpakket van Boom van de Rupel Formatie."
"OuderdomAfzetting";"urn:bro:bhrgt:DepositionalAge";"prePleistoceenBoom";"Ja";"Ja";"Het deel van de ondergrond dat voor het Pleistoceen is afgezet en uit klei bestaat die deel uitmaakt van het Laagpakket van Boom van de Rupel Formatie; deze klei wordt gekenmerkt door hoge stijfheid, homogeniteit en kan grote kalkconcreties (septarien) bevatten."
"RedenNietBeschreven";"urn:bro:bhrgt:NoDescriptionReason";"geenMonster";"Ja";"Ja";"Het interval is niet beschreven omdat de monsters niet meer voorhanden waren."
"RedenNietBeschreven";"urn:bro:bhrgt:NoDescriptionReason";"geenOpbrengst";"Ja";"Ja";"Het interval is niet beschreven omdat de monstercontainer voor een deel leeg was (of omdat een deel van interval dat continu gestoken had moeten worden, niet helemaal bemonsterd kon worden). Het ‘lege’ deel wordt altijd vastgelegd als diepste deel van een interval. "
"RedenNietBeschreven";"urn:bro:bhrgt:NoDescriptionReason";"geenOpdracht";"Ja";"Ja";"Het interval is niet beschreven omdat het was uitgesloten van de opdracht."
"RedenNietBeschreven";"urn:bro:bhrgt:NoDescriptionReason";"geenVasteOndergrond";"Ja";"Ja";"Het interval is niet beschreven omdat er een holte in de ondergrond was (al dan niet opgevuld met water)."
"RedenNietBeschreven";"urn:bro:bhrgt:NoDescriptionReason";"mechanischVerstoord";"Ja";"Ja";"Het interval is niet beschreven omdat de laagopbouw ernstig verstoord is door een post-sedimentaire discontinuïteit."
"RedenNietBeschreven";"urn:bro:bhrgt:NoDescriptionReason";"onvoldoendeMateriaal";"Ja";"Ja";"Het interval is niet beschreven omdat er een proefstuk is uitgenomen voor boormonsteranalyse en er onvoldoende materiaal was om het op de juiste wijze te beschrijven."
"RedenNietBeschreven";"urn:bro:bhrgt:NoDescriptionReason";"onbekend";"Nee";"Ja";"De reden waarom het interval niet is beschreven is niet bekend."
"Ringdiameter";"urn:bro:bhrgt:RingDiameter";"50mm";"Ja";"Ja";"Ring met diameter 50 mm. De ringhoogte is 2 cm."
"Ringdiameter";"urn:bro:bhrgt:RingDiameter";"63mm";"Ja";"Ja";"Ring met diameter 63 mm. De ringhoogte is 2 cm."
"Ruwheid";"urn:bro:bhrgt:Roughness";"glad";"Ja";"Ja";"De oppervlakte van de korrel is glad."
"Ruwheid";"urn:bro:bhrgt:Roughness";"ruw";"Ja";"Ja";"De oppervlakte van de korrel is ruw."
"Sfericiteit";"urn:bro:bhrgt:Sphericity";"bol";"Ja";"Ja";"De gemiddelde korrel is in alle richtingen ongeveer even lang."
"Sfericiteit";"urn:bro:bhrgt:Sphericity";"langwerpig";"Ja";"Ja";"De gemiddelde korrel is in twee van de drie richtingen ongeveer even lang, maar in de derde veel langer."
"Sfericiteit";"urn:bro:bhrgt:Sphericity";"plat";"Ja";"Ja";"De gemiddelde korrel is in twee van de drie richtingen ongeveer even lang, maar in de derde veel korter."
"Spoelingtoeslag";"urn:bro:bhrgt:FlushingAdditive";"geen";"Ja";"Ja";"Water zonder toevoeging."
"Spoelingtoeslag";"urn:bro:bhrgt:FlushingAdditive";"bentoniet";"Ja";"Ja";"Water met toevoeging van bentoniet om de viscositeit te verhogen en circulatieverlies te verminderen."
"Spoelingtoeslag";"urn:bro:bhrgt:FlushingAdditive";"bentonietBariet";"Ja";"Ja";"Water met toevoeging van bentoniet en bariumsulfaat om het soortelijk gewicht te verhogen."
"Spoelingtoeslag";"urn:bro:bhrgt:FlushingAdditive";"bentonietMicrodolomiet";"Ja";"Ja";"Water met toevoeging van bentoniet en microdolomiet om het soortelijk gewicht te verhogen."
"Spoelingtoeslag";"urn:bro:bhrgt:FlushingAdditive";"polymeren";"Ja";"Ja";"Water met toevoeging van (biologisch afbreekbare) polymeren als CMC om de viscositeit te verhogen en circulatieverlies te verminderen."
"Spoelingtoeslag";"urn:bro:bhrgt:FlushingAdditive";"onbekend";"Nee";"Ja";"Het is niet bekend welk materiaal als spoeling is gebruikt. "
"Stabiliteit";"urn:bro:bhrgt:Stability";"stabiel";"Ja";"Ja";"Het gesteente blijft onveranderd in water."
"Stabiliteit";"urn:bro:bhrgt:Stability";"matigStabiel";"Ja";"Ja";"Het gesteente valt oppervlakkig uiteen in water."
"Stabiliteit";"urn:bro:bhrgt:Stability";"instabiel";"Ja";"Ja";"Het gesteente valt uiteen in water of het oppervlak van het monster valt al uiteen bij blootstelling aan lucht."
"Sterkteklasse";"urn:bro:bhrgt:StrengthClass";"uiterstZwak";"Ja";"Ja";"Het gesteente kan met een duimnagel worden ingedrukt. Komt overeen met een uniaxiale druksterkte van 0,6 tot 1 MPa."
"Sterkteklasse";"urn:bro:bhrgt:StrengthClass";"zeerZwak";"Ja";"Ja";"Het gesteente verkruimelt bij een slag met de punt van een geologenhamer; kan met een zakmes worden geschild.Komt overeen met een uniaxiale druksterkte van 1 tot 5 MPa."
"Sterkteklasse";"urn:bro:bhrgt:StrengthClass";"zwak";"Ja";"Ja";"Het gesteente kan met enige moeite met een zakmes worden geschild. Met de punt van een geologenhamer kunnen er deuken in worden geslagen. Komt overeen met een uniaxiale druksterkte van 5 tot 25 MPa."
"Sterkteklasse";"urn:bro:bhrgt:StrengthClass";"matigSterk";"Ja";"Ja";"Het gesteente kan met een zakmes niet worden geschild of geschraapt. Een gesteentemonster kan worden gebroken met een enkele ferme slag met een geologenhamer.Komt overeen met een uniaxiale druksterkte van 25 tot 50 MPa."
"Sterkteklasse";"urn:bro:bhrgt:StrengthClass";"sterk";"Ja";"Ja";"Het gesteente breekt pas na enkele slagen met een geologenhamer.Komt overeen met een uniaxiale druksterkte van 50 tot 100 MPa."
"Sterkteklasse";"urn:bro:bhrgt:StrengthClass";"zeerSterk";"Ja";"Ja";"Het gesteente breekt na meerdere slagen met een geologenhamer.Komt overeen met een uniaxiale druksterkte van 100 tot 250 MPa."
"Sterkteklasse";"urn:bro:bhrgt:StrengthClass";"uiterstSterk";"Ja";"Ja";"Met een geologenhamer kunnen alleen fragmenten van het gesteente worden afgeslagen.Komt overeen met een uniaxiale druksterkte groter dan 250 MPa."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"beperkingTechnisch";"Ja";"Ja";"Het boren is voortijdig gestopt vanwege de beperkingen van het gebruikte apparaat."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"einddoel";"Ja";"Ja";"Het vooraf gestelde doel van het onderzoek is bereikt; vaak is dat de beoogde einddiepte."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"obstakelConstructie";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat de boor op een deel van een constructie is gestuit; voorbeelden zijn resten van een bouwwerk, een rioolbuis. "
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"obstakelGrindStenen";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat op grind, zeer grove grond of stenen is gestuit."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"obstakelIJzervloer";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat op een ijzervloer, ofwel een laag ijzeroer, is gestuit."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"obstakelOnbekend";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat op een niet nader omschreven obstakel is gestuit."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"obstakelPuin";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat op puin is gestuit."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"obstakelVastGesteente";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat het vast gesteente is bereikt."
